EDGE_SCORES,HALF_EDGE_SCORES,EXPECTED_MIN_SEATS,MORANS_I_MIN,MORANS_I_MAJ,CRAPY_MIN_SCORES,CRAPY_MAJ_SCORES
0.2806408416258389,0.4303685503685504,0.34456000000000003,-0.4543199669284834,-0.4543199669284835,0.2682671516226459,0.4715757437035153
0.3595108573483793,0.5240047638571623,0.33318333333333333,-0.21638877405723242,-0.21638877405723245,0.32596262490029093,0.5010160367577597
0.3929539295392954,0.5599289326226595,0.37093333333333334,-0.12452344862431688,-0.12452344862431686,0.3416123716627322,0.5192388715438371
0.37138144329896905,0.5367255944931164,0.3545,-0.18400624684212954,-0.18400624684212954,0.3295949783495171,0.5222961767920247
0.48343815513626837,0.6485867074102368,0.36479,0.10100592531349052,0.10100592531349052,0.37955228100659494,0.5570774705367937
0.6017257886033297,0.7500533659350682,0.43094333333333334,0.36603738918745116,0.3660373891874512,0.5187308599696548,0.6252922133767238
0.664128974473802,0.7969154697433483,0.4508633333333333,0.47788342290202607,0.47788342290202585,0.5576827373958543,0.6661892556394695
0.6477436215566965,0.7851262188832013,0.42569,0.4537687749758853,0.4537687749758854,0.5463520582307584,0.646674076288572
0.7903985136433058,0.8824570024570024,0.4291525,0.6939966009829595,0.6939966009829592,0.6786205285798981,0.7609678820968997
0.7942344848906406,0.885130332891527,0.45580999999999994,0.7270681181388099,0.7270681181388098,0.6876242505246435,0.7395872069377427
0.25427512135458474,0.39827017317792224,0.34728,-0.5379174130724363,-0.5379174130724363,0.2514756383394855,0.45581796169298455
0.3233044234656024,0.48275187734668334,0.32159666666666664,-0.32180423499150296,-0.3218042349915029,0.2898244800780071,0.47766968314059954
0.4093496368555276,0.576501929443106,0.3432733333333333,-0.08272472555234034,-0.08272472555234024,0.33931674016766383,0.5220127760006708
0.39860643693416126,0.566425684079602,0.37405,-0.1068393734784806,-0.1068393734784806,0.35423809716992744,0.5159419533343163
0.38820590362237856,0.5547168335419274,0.3434066666666667,-0.1380735841256718,-0.1380735841256718,0.3393667651198911,0.5137849416522191
0.4641813707523954,0.6305655129184541,0.40235666666666664,0.05507326259703276,0.055073262597032865,0.3863528714641232,0.5550431988073253
0.4668611617608752,0.6340067144049213,0.41165666666666667,0.06747508153047639,0.06747508153047639,0.396094671012719,0.553618518160145
0.6254358293209364,0.7685534591194969,0.4178233333333333,0.41610399154839034,0.4161039915483903,0.5398900590330216,0.6434298531610204
0.7233769047447101,0.838844664162401,0.42851999999999996,0.591566763125259,0.591566763125259,0.6433179831449269,0.7270872326326445
0.890322020657929,0.9418921019900497,0.41823333333333335,0.8577465435671321,0.8577465435671322,0.7980851218311884,0.8292090908121491
